"id_people","id_date","id_games","word_sent","score","amount_attempts"
1,19072022,140,"glykeria",0.25,2
1,19072022,140,"impregna",1,3
1,19072022,141,"admitiria",0.4444,1
1,19072022,141,"iniciasen",1,2
1,19072022,142,"generadas",0.3333,1
1,19072022,142,"carretera",0.3333,2
1,19072022,142,"pulveriza",1,3
1,19072022,143,"barry",0.2,1
1,19072022,143,"tilly",0.4,2
1,19072022,143,"topsy",1,3
1,19072022,144,"caras",0,1
1,19072022,144,"ponen",0.4,2
1,19072022,144,"tifon",0.6,3
1,19072022,144,"filon",1,4
1,19072022,145,"recopilaciones",0.5714,1
1,19072022,145,"trivializacion",1,2
1,19072022,146,"contraatacados",0.3571,1
1,19072022,146,"representativo",1,2
1,19072022,147,"destinadas",0.2,1
1,19072022,147,"aceptables",0.4,2
1,19072022,147,"brazaletes",1,3
1,19072022,148,"recopilaciones",0.6429,1
1,19072022,148,"deliberaciones",1,2
1,19072022,149,"adquiria",0.625,1
1,19072022,149,"requirio",1,2
1,19072022,150,"adquiria",0.375,1
1,19072022,150,"lituania",1,2
1,19072022,151,"marita",0.3333,1
1,19072022,151,"cuenta",0.6667,2
1,19072022,151,"vuelta",0.6667,3
1,19072022,151,"puesta",1,4
1,19072022,152,"stylos",0.3333,1
1,19072022,152,"lytras",1,2
1,19072022,153,"arena",0.4,1
1,19072022,153,"amada",0.6,2
1,19072022,153,"acaba",0.6,3
1,19072022,153,"ayala",0.6,4
1,19072022,153,"apaga",0.6,5
1,19072022,154,"peloritanos",0.1818,1
1,19072022,154,"cabalistico",1,2
1,19072022,155,"destinadas",0.3,1
1,19072022,155,"entredicho",1,2
1,19072022,156,"artificios",0.3,1
1,19072022,156,"heladerias",0.6,2
1,19072022,156,"pulquerias",1,3
1,19072022,157,"decidida",0.375,1
1,19072022,157,"retenido",0.75,2
1,19072022,157,"referido",1,3
1,19072022,158,"generadas",0.4444,1
1,19072022,158,"expendios",1,2
1,19072022,159,"caras",0,1
1,19072022,159,"ponen",0.4,2
1,19072022,159,"gomel",0.8,3
1,19072022,159,"gomez",1,4
1,19072022,160,"recopilaciones",0.2857,1
1,19072022,160,"meteorologicos",1,2
1,19072022,161,"camaras",0.2857,1
1,19072022,161,"remiten",0.4286,2
1,19072022,161,"dimitri",1,3
1,19072022,162,"cara",0.5,1
1,19072022,162,"coma",0.5,2
1,19072022,162,"cuna",0.5,3
1,19072022,162,"cesa",0.75,4
1,19072022,162,"chea",1,5
1,19072022,163,"contentos",0.4444,1
1,19072022,163,"destellos",1,2
1,19072022,164,"copernicanas",0.1667,1
1,19072022,164,"armamentista",0.3333,2
1,19072022,164,"desintegraba",1,3
1,19072022,165,"cara",0.25,1
1,19072022,165,"moro",0.75,2
1,19072022,165,"miro",1,3
1,19072022,166,"cortadas",0.25,1
1,19072022,166,"absorben",1,2
1,19072022,167,"decidida",0.25,1
1,19072022,167,"pioneros",0.25,2
1,19072022,167,"envolvio",1,3
1,19072022,168,"cortadas",0.375,1
1,19072022,168,"caracter",1,2
1,19072022,169,"camaras",0.2857,1
1,19072022,169,"contaba",0.5714,2
1,19072022,169,"condado",0.7143,3
1,19072022,169,"concavo",1,4
1,19072022,170,"generadas",0.3333,1
1,19072022,170,"prioridad",1,2
1,19072022,171,"copernicanas",0.4167,1
1,19072022,171,"convenciones",1,2
1,19072022,172,"contentos",0.3333,1
1,19072022,172,"pretender",1,2
1,19072022,173,"admitiria",0.3333,1
1,19072022,173,"biologica",1,2
1,19072022,174,"admitiria",0.4444,1
1,19072022,174,"marioneta",1,2
1,19072022,175,"contratados",0.3636,1
1,19072022,175,"pentecostal",1,2
1,19072022,176,"artificios",0.2,1
1,19072022,176,"realizarlo",0.3,2
1,19072022,176,"expropiado",1,3
1,19072022,177,"generadas",0.4444,1
1,19072022,177,"superarma",1,2
1,19072022,178,"arena",0.2,1
1,19072022,178,"patia",0.4,2
1,19072022,178,"cuota",1,3
1,19072022,179,"decidida",0.375,1
1,19072022,179,"justicia",1,2
1,19072022,180,"cartas",0.5,1
1,19072022,180,"karmal",0.5,2
1,19072022,180,"narrar",1,3
1,19072022,181,"cara",0,1
1,19072022,181,"lino",0.25,2
1,19072022,181,"knee",0.5,3
1,19072022,181,"ende",0.75,4
1,19072022,181,"ense",1,5
1,19072022,182,"contras",0,1
1,19072022,182,"wembley",0.5714,2
1,19072022,182,"midgley",1,3
1,19072022,183,"caras",0.2,1
1,19072022,183,"peter",0.4,2
1,19072022,183,"probo",0.6,3
1,19072022,183,"privo",0.8,4
1,19072022,183,"primo",1,5
1,19072022,184,"cortadas",0.25,1
1,19072022,184,"durkheim",0.5,2
1,19072022,184,"perduren",1,3
1,19072022,185,"cartas",0.5,1
1,19072022,185,"trajes",1,2
1,19072022,186,"generadas",0.4444,1
1,19072022,186,"decretara",0.4444,2
1,19072022,186,"reflejada",1,3
1,19072022,187,"asimilacion",0.7273,1
1,19072022,187,"acumulacion",1,2
1,19072022,188,"generadas",0.3333,1
1,19072022,188,"accidente",0.4444,2
1,19072022,188,"wiedemann",1,3
1,19072022,189,"cortadas",0.375,1
1,19072022,189,"cassirer",1,2
1,19072022,190,"marita",0.5,1
1,19072022,190,"pitane",0.3333,2
1,19072022,190,"tulagi",0.5,3
1,19072022,190,"kuwait",1,4
1,19072022,191,"peloritanos",0.4545,1
1,19072022,191,"preocupados",1,2
1,19072022,192,"asimilacion",0.4545,1
1,19072022,192,"aniversario",1,2
1,19072022,193,"cortadas",0.375,1
1,19072022,193,"templado",1,2
1,19072022,194,"cortadas",0.5,1
1,19072022,194,"trabajos",1,2
1,19072022,195,"camaras",0.4286,1
1,19072022,195,"mastica",1,2
1,19072022,196,"contentos",0.4444,1
1,19072022,196,"chernobil",1,2
1,19072022,197,"marita",0.5,1
1,19072022,197,"minado",1,2
1,19072022,198,"contraatacados",0.3571,1
1,19072022,198,"perfeccionaron",1,2
1,19072022,199,"peloritanos",0.1818,1
1,19072022,199,"aprovechada",1,2
1,19072022,200,"decidida",0.25,1
1,19072022,200,"interior",0.5,2
1,19072022,200,"sumerios",1,3
1,19072022,201,"contras",0.4286,1
1,19072022,201,"franjas",0.8571,2
1,19072022,201,"granjas",1,3
1,19072022,202,"caras",0.2,1
1,19072022,202,"dista",0.8,2
1,19072022,202,"pista",0.8,3
1,19072022,202,"vista",1,4
1,19072022,203,"marita",0.3333,1
1,19072022,203,"fijada",1,2
1,19072022,204,"generadas",0.3333,1
1,19072022,204,"farmacias",0.4444,2
1,19072022,204,"acriticas",0.5556,3
1,19072022,204,"turquicas",1,4
1,19072022,205,"camaras",0.1429,1
1,19072022,205,"sijismo",0.4286,2
1,19072022,205,"subsume",1,3
1,19072022,206,"decidida",0.25,1
1,19072022,206,"rebetico",0.625,2
1,19072022,206,"generico",1,3
1,19072022,207,"generadas",0.3333,1
1,19072022,207,"destacada",0.6667,2
1,19072022,207,"despotado",1,3
1,19072022,208,"peloritanos",0.3636,1
1,19072022,208,"escandalizo",1,2
1,19072022,209,"peloritanos",0.6364,1
1,19072022,209,"samaritanos",1,2
1,19072022,210,"generadas",0.4444,1
1,19072022,210,"empleador",1,2
1,19072022,211,"generadas",0.3333,1
1,19072022,211,"organista",0.7778,2
1,19072022,211,"organismo",1,3
1,19072022,212,"cartas",0.5,1
1,19072022,212,"barcha",1,2
1,19072022,213,"camaras",0.2857,1
1,19072022,213,"esperar",0.7143,2
1,19072022,213,"estirar",1,3
1,19072022,214,"decidida",0.5,1
1,19072022,214,"cualidad",0.75,2
1,19072022,214,"cuidados",1,3
1,19072022,215,"peloritanos",0.2727,1
1,19072022,215,"modernizado",0.5455,2
1,19072022,215,"invernadero",1,3
1,19072022,216,"caras",0,1
1,19072022,216,"ponen",0.2,2
1,19072022,216,"leyte",0.2,3
1,19072022,216,"mikve",1,4
1,19072022,217,"peloritanos",0.4545,1
1,19072022,217,"comerciales",1,2
1,19072022,218,"artificios",0.3,1
1,19072022,218,"romanizado",0.4,2
1,19072022,218,"remediarlo",1,3
1,19072022,219,"decidida",0.125,1
1,19072022,219,"saltaria",0.375,2
1,19072022,219,"amatista",1,3
1,19072022,220,"antirio",0.4286,1
1,19072022,220,"asirias",0.5714,2
1,19072022,220,"aliviar",1,3
1,19072022,221,"cartas",0.5,1
1,19072022,221,"anchas",1,2
1,19072022,222,"marita",0.3333,1
1,19072022,222,"ligada",0.3333,2
1,19072022,222,"vendia",0.6667,3
1,19072022,222,"fundia",1,4
1,19072022,223,"contras",0.2857,1
1,19072022,223,"bangkok",0.5714,2
1,19072022,223,"dangond",1,3
1,19072022,224,"admitiria",0.4444,1
1,19072022,224,"cambiario",1,2
1,19072022,225,"cortadas",0.375,1
1,19072022,225,"tajantes",0.25,2
1,19072022,225,"estables",1,3
1,19072022,226,"admitiria",0.3333,1
1,19072022,226,"antequera",0.3333,2
1,19072022,226,"aracataca",1,3
1,19072022,227,"generadas",0.2222,1
1,19072022,227,"parisinos",0.5556,2
1,19072022,227,"armonicos",1,3
1,19072022,228,"transmiten",0.3,1
1,19072022,228,"malinovsky",1,2
1,19072022,229,"camaras",0.2857,1
1,19072022,229,"bolitas",0.5714,2
1,19072022,229,"vueltas",1,3
1,19072022,230,"decidida",0.25,1
1,19072022,230,"peruanos",0.5,2
1,19072022,230,"pelearon",1,3
1,19072022,231,"chansons",0.25,1
1,19072022,231,"nordland",1,2
1,19072022,232,"desconcentralizacion",1,1
1,19072022,233,"continentales",0.4615,1
1,19072022,233,"nomenclatural",1,2
1,19072022,234,"continentales",0.6923,1
1,19072022,234,"inconscientes",1,2
1,19072022,235,"arena",0.2,1
1,19072022,235,"acaso",0.8,2
1,19072022,235,"acoso",0.8,3
1,19072022,235,"acuso",1,4
1,19072022,236,"deportaciones",0.6154,1
1,19072022,236,"interacciones",1,2
1,19072022,237,"antirio",0.1429,1
1,19072022,237,"euskera",0.2857,2
1,19072022,237,"realeza",1,3
1,19072022,238,"camaras",0.1429,1
1,19072022,238,"sentada",0.5714,2
1,19072022,238,"stifado",1,3
1,19072022,239,"peloritanos",0.3636,1
1,19072022,239,"reasentaron",1,2
1,19072022,240,"deficitarios",0.5,1
1,19072022,240,"restauracion",1,2
1,19072022,241,"camaras",0.2857,1
1,19072022,241,"serrana",0.4286,2
1,19072022,241,"retsina",1,3
1,19072022,242,"decidida",0.5,1
1,19072022,242,"barbieri",0.25,2
1,19072022,242,"eliminar",1,3
1,19072022,243,"camaras",0.4286,1
1,19072022,243,"esparta",0.2857,2
1,19072022,243,"dotarse",1,3
1,19072022,244,"camaras",0.4286,1
1,19072022,244,"mexicas",0.7143,2
1,19072022,244,"miticas",0.7143,3
1,19072022,244,"musicas",1,4
1,19072022,245,"cortadas",0.25,1
1,19072022,245,"terminal",1,2
1,19072022,246,"contras",0.1429,1
1,19072022,246,"juggler",0.7143,2
1,19072022,246,"buggery",1,3
1,19072022,247,"camaras",0.4286,1
1,19072022,247,"campano",0.5714,2
1,19072022,247,"camello",1,3
1,19072022,248,"antirio",0.4286,1
1,19072022,248,"apetito",0.5714,2
1,19072022,248,"alifato",1,3
1,19072022,249,"destinadas",0.3,1
1,19072022,249,"recapturar",1,2
1,19072022,250,"artificios",0.3,1
1,19072022,250,"innominado",0.5,2
1,19072022,250,"invadiendo",1,3
1,19072022,251,"artificios",0.3,1
1,19072022,251,"coherencia",0.4,2
1,19072022,251,"burocracia",1,3
1,19072022,252,"antirio",0.4286,1
1,19072022,252,"seguira",0.1429,2
1,19072022,252,"maurice",1,3
1,19072022,253,"camaras",0.1429,1
1,19072022,253,"interno",0.4286,2
1,19072022,253,"tiburon",1,3
1,19072022,254,"contratados",0.3636,1
1,19072022,254,"plebiscitos",1,2
1,19072022,255,"recopilaciones",0.5714,1
1,19072022,255,"metabolizacion",1,2
1,19072022,256,"destinadas",0.5,1
1,19072022,256,"tribunales",1,2
1,19072022,257,"cara",0.25,1
1,19072022,257,"moro",0.75,2
1,19072022,257,"miro",1,3
1,19072022,258,"deficitarios",0.4167,1
1,19072022,258,"reivindicado",0.5,2
1,19072022,258,"reconciliado",1,3
1,19072022,259,"cortadas",0.375,1
1,19072022,259,"platillo",0.625,2
1,19072022,259,"flotilla",1,3
1,19072022,260,"antirio",0.7143,1
1,19072022,260,"ontario",1,2
1,19072022,261,"apropiaciones",0.5385,1
1,19072022,261,"actualizacion",1,2
1,19072022,262,"cortadas",0.125,1
1,19072022,262,"profesor",0.25,2
1,19072022,262,"subgrupo",1,3
1,19072022,263,"decidida",0.25,1
1,19072022,263,"limitado",0.5,2
1,19072022,263,"obligado",0.5,3
1,19072022,263,"fusilado",1,4
1,19072022,264,"generadas",0.2222,1
1,19072022,264,"reemplaza",0.4444,2
1,19072022,264,"reciclaje",1,3
1,19072022,265,"antirio",0.2857,1
1,19072022,265,"iguaran",1,2
1,19072022,266,"admitiria",0.3333,1
1,19072022,266,"originado",0.4444,2
1,19072022,266,"orquideas",1,3
1,19072022,267,"cortadas",0.25,1
1,19072022,267,"protegen",0.375,2
1,19072022,267,"piotrkow",1,3
1,19072022,268,"autoritaria",0.2727,1
