"id_people","id_date","id_games","word_sent","score","amount_attempts"
2,18072022,666,"mayorazgos",1,2
2,18072022,667,"consumible",0.4,1
2,18072022,667,"corrupcion",1,2
2,18072022,668,"estipulado",0.4,1
2,18072022,668,"diplomacia",1,2
2,18072022,669,"profetica",0.22,1
2,18072022,669,"estimulan",0.33,2
2,18072022,669,"mantienen",1,3
2,18072022,670,"profetica",0.22,1
2,18072022,670,"congenita",1,2
2,18072022,671,"champ",0.2,1
2,18072022,671,"thing",1,2
2,18072022,672,"consumible",0.2,1
2,18072022,672,"clasifican",1,2
2,18072022,673,"procedan",0.12,1
2,18072022,673,"matthias",0.38,2
2,18072022,673,"valvulas",1,3
2,18072022,674,"aureliano",0.33,1
2,18072022,674,"rubiaceae",1,2
2,18072022,675,"procedan",0.38,1
2,18072022,675,"concebir",1,2
2,18072022,676,"atribuyendola",0.38,1
2,18072022,676,"florecimiento",1,2
2,18072022,677,"aceros",0.33,1
2,18072022,677,"sabido",0.17,2
2,18072022,677,"odisha",1,3
2,18072022,678,"averiguo",0.25,1
2,18072022,678,"amoniaco",0.62,2
2,18072022,678,"asociado",1,3
2,18072022,679,"aliento",0.43,1
2,18072022,679,"audubon",0.43,2
2,18072022,679,"aunados",1,3
2,18072022,680,"procedan",0.38,1
2,18072022,680,"saltaron",0.62,2
2,18072022,680,"libraron",0.62,3
2,18072022,680,"llamaron",1,4
2,18072022,681,"cortan",0.33,1
2,18072022,681,"guzman",0.5,2
2,18072022,681,"fundan",1,3
2,18072022,682,"procedan",0.25,1
2,18072022,682,"gilberto",0.5,2
2,18072022,682,"bomberos",1,3
2,18072022,683,"acuiferos",0.22,1
2,18072022,683,"aseguraba",1,2
2,18072022,684,"equivocada",0.2,1
2,18072022,684,"imaginario",0.8,2
2,18072022,684,"originario",1,3
2,18072022,685,"procedan",0.25,1
2,18072022,685,"cervezas",0.62,2
2,18072022,685,"secretas",1,3
2,18072022,686,"consumible",0.4,1
2,18072022,686,"consagrado",1,2
2,18072022,687,"schubert",0.25,1
2,18072022,687,"planchas",0.5,2
2,18072022,687,"chansons",1,3
2,18072022,688,"comenta",0.43,1
2,18072022,688,"huyendo",0.29,2
2,18072022,688,"ordenes",1,3
2,18072022,689,"centigrados",0.27,1
2,18072022,689,"demostrable",1,2
2,18072022,690,"aceros",0.33,1
2,18072022,690,"cusita",0.33,2
2,18072022,690,"sacaba",0.83,3
2,18072022,690,"sacada",1,4
2,18072022,691,"acu̱o",0.2,1
2,18072022,691,"aires",0.4,2
2,18072022,691,"abate",0.6,3
2,18072022,691,"abeja",0.8,4
2,18072022,691,"abeba",1,5
2,18072022,692,"comenta",0.14,1
2,18072022,692,"bengali",0.14,2
2,18072022,692,"lanzase",1,3
2,18072022,693,"comenta",0.29,1
2,18072022,693,"genital",0.29,2
2,18072022,693,"atender",0.29,3
2,18072022,693,"nazaret",1,4
2,18072022,694,"agrupaciones",0.5,1
2,18072022,694,"islamizacion",1,2
2,18072022,695,"comenta",0.14,1
2,18072022,695,"estriba",0.14,2
2,18072022,695,"textura",0.57,3
2,18072022,695,"partera",1,4
2,18072022,696,"aceros",0.5,1
2,18072022,696,"comian",0.33,2
2,18072022,696,"macaco",1,3
2,18072022,697,"aceros",0.17,1
2,18072022,697,"sabido",0.5,2
2,18072022,697,"samano",1,3
2,18072022,698,"imprescindibles",0.33,1
2,18072022,698,"transformandose",1,2
2,18072022,699,"consumible",0.2,1
2,18072022,699,"agricultor",1,2
2,18072022,705,"profetica",0.44,1
2,18072022,705,"proveedor",1,2
2,18072022,706,"consumible",0.1,1
2,18072022,706,"alcanzarlo",1,2
2,18072022,707,"procedan",0.5,1
2,18072022,707,"promulga",0.5,2
2,18072022,707,"provista",1,3
2,18072022,708,"estimula",0.25,1
2,18072022,708,"precioso",0.12,2
2,18072022,708,"severnii",1,3
2,18072022,709,"profetica",0.22,1
2,18072022,709,"estruendo",0.44,2
2,18072022,709,"tenebroso",1,3
2,18072022,710,"averiguo",0.5,1
2,18072022,710,"oratorio",1,2
2,18072022,711,"agrupaciones",0.08,1
2,18072022,711,"totalizadora",1,2
2,18072022,712,"lubavitchers",0.33,1
2,18072022,712,"spitalfields",1,2
2,18072022,713,"comenta",0.43,1
2,18072022,713,"ascenso",1,2
2,18072022,714,"republicanos",0.25,1
2,18072022,714,"indiscutible",1,2
2,18072022,715,"aliento",0.14,1
2,18072022,715,"emotiva",0.57,2
2,18072022,715,"poetica",0.86,3
2,18072022,715,"poetisa",1,4
2,18072022,716,"caen",0.5,1
2,18072022,716,"cali",0.75,2
2,18072022,716,"casi",1,3
2,18072022,717,"estimula",0.12,1
2,18072022,717,"adopcion",0.38,2
2,18072022,717,"fabrizio",1,3
2,18072022,718,"cortan",0.5,1
2,18072022,718,"crates",0.83,2
2,18072022,718,"crater",1,3
2,18072022,719,"profetica",0.44,1
2,18072022,719,"aprendido",1,2
2,18072022,720,"profetica",0.11,1
2,18072022,720,"adoptaban",0.67,2
2,18072022,720,"adoptados",1,3
2,18072022,721,"procedan",0.12,1
2,18072022,721,"festivos",0.75,2
2,18072022,721,"mestizos",1,3
2,18072022,722,"procedan",0.25,1
2,18072022,722,"doblegar",1,2
2,18072022,723,"estipulado",0.4,1
2,18072022,723,"mitigacion",0.8,2
2,18072022,723,"motivacion",1,3
2,18072022,724,"consumible",0.3,1
2,18072022,724,"predicando",0.8,2
2,18072022,724,"predicaron",1,3
2,18072022,700,"completan",0.22,1
2,18072022,700,"wieprecht",1,2
2,18072022,701,"universalizacion",0.5,1
2,18072022,701,"reivindicaciones",1,2
2,18072022,702,"centigrados",0.45,1
2,18072022,702,"complejidad",1,2
2,18072022,703,"profetica",0.56,1
2,18072022,703,"preferido",1,2
2,18072022,704,"acu̱o",0.4,1
2,18072022,704,"ciego",0.4,2
2,18072022,704,"comio",1,3
2,18072022,725,"profetica",0.67,1
2,18072022,725,"promedian",1,2
2,18072022,726,"procedan",0.38,1
2,18072022,726,"portugal",0.62,2
2,18072022,726,"postular",1,3
2,18072022,727,"lubavitchers",0.33,1
2,18072022,727,"deslumbrante",1,2
2,18072022,728,"arqueologicamente",0.12,1
2,18072022,728,"especializaciones",0.76,2
2,18072022,728,"nacionalizaciones",1,3
2,18072022,729,"estimula",0.12,1
2,18072022,729,"precioso",0.5,2
2,18072022,729,"riendose",1,3
2,18072022,730,"averiguo",0.38,1
2,18072022,730,"augustea",1,2
2,18072022,731,"schenk",0.5,1
2,18072022,731,"shinty",1,2
2,18072022,732,"comenta",0.57,1
2,18072022,732,"chennai",1,2
2,18072022,733,"comenta",0.14,1
3,11072022,734,"posibilito",0.3,2
3,11072022,734,"adhirieron",0.2,1
3,12072022,735,"fisionable",1,3
3,12072022,735,"fusionando",0.6,2
3,12072022,735,"monetarios",0.2,1
3,12072022,737,"cecina",1,4
3,12072022,737,"escasa",0.33333334,3
3,12072022,737,"micala",0.33333334,2
3,12072022,737,"orenda",0.5,1
3,12072022,738,"mixiotes",1,3
3,12072022,738,"cirilico",0.375,2
3,12072022,738,"sapienza",0.25,1
3,12072022,739,"desencantados",1,2
3,12072022,739,"circumalpinas",0.07692308,1
3,14072022,744,"limpiado",1,4
3,14072022,744,"adaptado",0.5,3
3,12072022,740,"europea",1,2
3,12072022,740,"acaecio",0.2857143,1
3,12072022,741,"escenicos",1,3
3,12072022,741,"metodicas",0.44444445,2
3,12072022,741,"prisiones",0.22222222,1
3,11072022,734,"conexiones",1,3
3,12072022,742,"justificaciones",1,1
3,12072022,743,"asimilado",1,2
3,12072022,743,"autentica",0.33333334,1
3,14072022,744,"azufrado",0.375,2
3,14072022,744,"padecido",0.5,1
3,14072022,745,"recordando",1,3
3,11072022,736,"julius",0.6666667,3
3,11072022,736,"cabria",0.33333334,2
3,11072022,736,"metano",0.33333334,1
3,14072022,745,"vendedores",0.2,2
3,14072022,745,"cumplirian",0.3,1
3,14072022,746,"conceptual",1,4
3,14072022,746,"contextual",0.8,3
3,14072022,746,"conectando",0.6,2
3,14072022,746,"berlineses",0.2,1
3,14072022,747,"rodeadas",1,4
3,14072022,747,"rodeados",0.875,3
3,14072022,747,"rodearon",0.625,2
3,14072022,747,"ruralizo",0.25,1
3,14072022,748,"germinar",1,3
3,14072022,748,"lentejas",0.375,2
3,14072022,748,"demarcan",0.5,1
3,14072022,749,"ejercicios",1,3
3,14072022,749,"indecision",0.5,2
3,14072022,749,"posibilita",0.2,1
3,14072022,750,"salirse",1,5
3,14072022,750,"calidas",0.5714286,4
3,14072022,750,"valvula",0.2857143,3
3,14072022,750,"ballena",0.42857143,2
3,14072022,750,"palazzo",0.2857143,1
3,14072022,751,"componian",1,3
3,14072022,751,"convocada",0.44444445,2
3,14072022,751,"cubiertos",0.22222222,1
3,14072022,752,"ausente",1,4
3,14072022,752,"austera",0.71428573,3
3,14072022,752,"bauhaus",0.42857143,2
3,14072022,752,"invadio",0.14285715,1
3,14072022,753,"kioto",1,3
3,14072022,753,"ipuur",0.2,2
3,14072022,753,"omaha",0.2,1
3,14072022,754,"oleo",1,3
3,14072022,754,"egeo",0.5,2
3,14072022,754,"idea",0.25,1
3,14072022,755,"marido",1,4
3,14072022,755,"minado",0.6666667,3
3,14072022,755,"acabar",0.33333334,2
3,14072022,755,"leerse",0.16666667,1
3,14072022,756,"woods",1,4
3,14072022,756,"dubos",0.4,3
3,14072022,756,"metas",0.2,2
3,14072022,756,"visir",0.2,1
3,14072022,757,"prolongada",1,2
3,14072022,757,"rescatando",0.2,1
3,14072022,758,"sosibio",1,3
3,14072022,758,"anfibio",0.5714286,2
3,14072022,758,"imperio",0.42857143,1
3,14072022,759,"felix",0.8,5
3,14072022,759,"fendi",0.6,4
3,14072022,759,"tibet",0.2,3
3,14072022,759,"lujos",0.2,2
3,14072022,759,"pavle",0.2,1
3,14072022,760,"leavitt",1,4
3,14072022,760,"benelux",0.14285715,3
3,14072022,760,"metates",0.42857143,2
3,14072022,760,"declaro",0.2857143,1
3,14072022,761,"listos",1,3
3,14072022,761,"mixtos",0.6666667,2
3,14072022,761,"dunbar",0,1
3,14072022,762,"bancadas",1,3
3,14072022,762,"llamadas",0.625,2
3,14072022,762,"internas",0.375,1
3,14072022,763,"partidaria",1,3
3,14072022,763,"calabacita",0.3,2
3,14072022,763,"moviendose",0.2,1
3,14072022,764,"escolta",1,3
3,14072022,764,"resulta",0.71428573,2
3,14072022,764,"cibeles",0.2857143,1
3,14072022,765,"naciera",1,2
3,14072022,765,"laconia",0.5714286,1
3,14072022,766,"divagar",1,2
3,14072022,766,"semanal",0.2857143,1
3,14072022,767,"endg",1,3
3,14072022,767,"king",0.5,2
3,14072022,767,"losv",0,1
3,14072022,768,"cianuro",1,4
3,14072022,768,"diadora",0.42857143,3
3,14072022,768,"graecia",0.42857143,2
3,14072022,768,"zuikaku",0.42857143,1
3,14072022,769,"condeno",1,2
3,14072022,769,"cervino",0.5714286,1
3,14072022,770,"provistas",1,3
3,14072022,770,"trompetas",0.5555556,2
3,14072022,770,"gnosticos",0.44444445,1
3,14072022,771,"ruralizo",1,2
3,14072022,771,"rivaliza",0.625,1
3,14072022,772,"cabal",0.8,5
3,14072022,772,"rampa",0.2,4
3,14072022,772,"lanka",0.2,3
3,14072022,772,"falaz",0.4,2
3,14072022,772,"dados",0.2,1
3,14072022,773,"obstaculo",1,3
3,14072022,773,"pallavolo",0.33333334,2
3,14072022,773,"heidegger",0,1
3,14072022,774,"pittsburgh",1,2
3,14072022,774,"burckhardt",0.4,1
3,14072022,775,"samper",1,3
3,14072022,775,"surgir",0.33333334,2
3,14072022,775,"llenas",0.16666667,1
3,14072022,776,"adaptar",1,4
3,14072022,776,"adoptar",0.85714287,3
3,14072022,776,"capitan",0.5714286,2
3,14072022,776,"metaxas",0.2857143,1
3,14072022,777,"heracleopolis",1,2
3,14072022,777,"polinizadores",0.3846154,1
3,14072022,778,"conceptua",1,2
3,14072022,778,"prometida",0.44444445,1
3,14072022,779,"independizaron",1,3
3,14072022,779,"diversificaron",0.42857143,2
3,14072022,779,"prematuramente",0.21428572,1
3,14072022,780,"diadocos",1,4
3,14072022,780,"ilicitos",0.5,3
3,14072022,780,"quemados",0.5,2
3,14072022,780,"adopcion",0.625,1
3,14072022,781,"igualen",1,5
3,14072022,781,"aluvial",0.2857143,4
3,14072022,781,"juguete",0.42857143,3
3,14072022,781,"piadoso",0.2857143,2
3,14072022,781,"carecia",0.2857143,1
3,14072022,782,"sintagma",1,5
3,14072022,782,"sintaxis",0.625,4
3,14072022,782,"tzatziki",0.125,3
3,14072022,782,"informan",0.5,2
3,14072022,782,"plenitud",0.25,1
3,14072022,783,"ejes",0.5,5
3,14072022,783,"vudu",0.25,4
3,14072022,783,"adan",0.25,3
3,14072022,783,"rige",0.25,2
3,14072022,783,"doto",0.25,1
3,14072022,784,"simples",1,2
3,14072022,784,"kingdom",0.2857143,1
3,14072022,785,"arno",1,4
3,14072022,785,"asno",0.75,3
3,14072022,785,"afan",0.5,2
3,14072022,785,"alta",0.25,1
3,14072022,786,"kuklos",0.5,5
3,14072022,786,"zorros",0.5,4
3,14072022,786,"densos",0.33333334,3
3,14072022,786,"pictos",0.33333334,2
3,14072022,786,"falsos",0.5,1
3,14072022,787,"extenderia",1,3
3,14072022,787,"originaron",0.3,2
3,14072022,787,"miniaturas",0.3,1
3,14072022,788,"bate",0.5,5
3,14072022,788,"babi",0.5,4
3,14072022,788,"waka",0.25,3
3,14072022,788,"vaga",0.25,2
3,14072022,788,"saco",0.25,1
3,14072022,789,"nomade",1,4
3,14072022,789,"tomase",0.6666667,3
3,14072022,789,"anhelo",0.33333334,2
3,14072022,789,"punica",0.33333334,1
3,14072022,790,"interaccionan",1,2
3,14072022,790,"desertizacion",0.53846157,1
3,14072022,791,"relata",1,4
3,14072022,791,"exalta",0.6666667,3
3,14072022,791,"matute",0.33333334,2
3,14072022,791,"ciento",0.33333334,1
3,14072022,792,"recordando",1,5
3,14072022,792,"reforzando",0.8,4
3,14072022,792,"enmarcando",0.6,3
3,14072022,792,"alternador",0.3,2
3,14072022,792,"precisaban",0.5,1
3,14072022,793,"convivir",1,4
3,14072022,793,"ponticos",0.25,3
3,14072022,793,"friburgo",0.125,2
3,14072022,793,"redondel",0.25,1
3,14072022,794,"portavoz",1,3
3,14072022,794,"patrulla",0.375,2
3,14072022,794,"registro",0.125,1
3,14072022,795,"mordisco",1,2
3,14072022,795,"personal",0.125,1
3,14072022,796,"maximo",0.6666667,5
3,14072022,796,"macizo",0.6666667,4
3,14072022,796,"manejo",0.6666667,3
3,14072022,796,"madura",0.5,2
3,14072022,796,"bailar",0.33333334,1
3,15072022,836,"sonaba",1,4
3,14072022,797,"establece",1,4
3,14072022,797,"deseables",0.6666667,3
3,14072022,797,"avanzaban",0.22222222,2
3,14072022,797,"chipriota",0.22222222,1
3,14072022,798,"contrapuso",1,3
3,14072022,798,"contratado",0.7,2
3,14072022,798,"hospitales",0.4,1
3,14072022,799,"apostolos",1,3
3,14072022,799,"colocadas",0.44444445,2
3,14072022,799,"pavimento",0.33333334,1
3,14072022,800,"corresponde",1,2
3,14072022,800,"construidas",0.36363637,1
3,14072022,801,"manstein",1,3
3,14072022,801,"impulsan",0.375,2
3,14072022,801,"redactor",0.25,1
3,14072022,802,"nikon",1,3
3,14072022,802,"nicol",0.6,2
3,14072022,802,"issos",0.4,1
3,14072022,803,"interesado",1,3
3,14072022,803,"intermedio",0.8,2
3,14072022,803,"calorifico",0.2,1
3,14072022,804,"biosfera",1,5
3,14072022,804,"esperaba",0.5,4
3,14072022,804,"realidad",0.25,3
3,14072022,804,"creativo",0.25,2
3,14072022,804,"murieron",0.375,1
3,14072022,805,"dicen",0.6,5
3,14072022,805,"nejen",0.4,4
3,14072022,805,"kanem",0.2,3
3,14072022,805,"blues",0.2,2
3,14072022,805,"frito",0.2,1
3,14072022,806,"subduccion",1,4
3,14072022,806,"disfuncion",0.6,3
3,14072022,806,"conjuncion",0.5,2
3,14072022,806,"procedente",0.2,1
3,14072022,807,"cartagineses",1,3
3,14072022,807,"inaceptables",0.41666666,2
3,14072022,807,"documentadas",0.33333334,1
3,14072022,808,"warhol",1,5
3,14072022,808,"marmol",0.6666667,4
3,14072022,808,"niccol",0.33333334,3
3,14072022,808,"futbol",0.33333334,2
3,14072022,808,"segrel",0.33333334,1
3,14072022,809,"trascendente",1,3
3,14072022,809,"desprenderse",0.5,2
3,14072022,809,"concentricos",0.33333334,1
3,15072022,810,"manifesto",1,5
3,15072022,810,"vehemente",0.33333334,4
3,15072022,810,"sosnowiec",0.33333334,3
3,15072022,810,"profesaba",0.33333334,2
3,15072022,810,"dilatadas",0.22222222,1
3,15072022,811,"essex",1,4
3,15072022,811,"guste",0.2,3
3,15072022,811,"nisko",0.2,2
3,15072022,811,"della",0.2,1
3,15072022,812,"merchandising",1,2
3,15072022,812,"constructores",0.15384616,1
3,15072022,813,"kingdom",1,3
3,15072022,813,"britten",0.2857143,2
3,15072022,813,"duchamp",0.2857143,1
3,15072022,814,"erectil",1,5
3,15072022,814,"wheeler",0.2857143,4
3,15072022,814,"servido",0.42857143,3
3,15072022,814,"bluiett",0.2857143,2
3,15072022,814,"afirman",0.14285715,1
3,15072022,815,"estable",1,4
3,15072022,815,"baratas",0.2857143,3
3,17072022,938,"hweol",1,5
3,15072022,815,"zelanda",0.2857143,2
3,15072022,815,"cumplio",0.14285715,1
3,15072022,816,"showman",1,3
3,15072022,816,"shamash",0.5714286,2
3,15072022,816,"shuffle",0.2857143,1
3,15072022,817,"hoguera",1,5
3,15072022,817,"alovera",0.5714286,4
3,15072022,817,"deudora",0.42857143,3
3,15072022,817,"quejaba",0.42857143,2
3,15072022,817,"ofrecia",0.42857143,1
3,15072022,818,"palencia",0.875,5
3,15072022,818,"cuantica",0.5,4
3,15072022,818,"excavada",0.375,3
3,15072022,818,"arrieras",0.375,2
3,15072022,818,"homologo",0.125,1
3,15072022,819,"imparte",1,4
3,15072022,819,"goberno",0.14285715,3
3,15072022,819,"herrera",0.14285715,2
3,15072022,819,"miticas",0.2857143,1
3,15072022,820,"muertos",1,3
3,15072022,820,"ligados",0.2857143,2
3,15072022,820,"comunes",0.5714286,1
3,15072022,821,"representaba",1,3
3,15072022,821,"hidrostatica",0.41666666,2
3,15072022,821,"naturalmente",0.33333334,1
3,15072022,822,"changsha",1,4
3,15072022,822,"chansons",0.625,3
3,15072022,822,"stanhill",0.375,2
3,15072022,822,"washburn",0.375,1
3,15072022,823,"pertenecieron",1,2
3,15072022,823,"repetibilidad",0.30769232,1
3,15072022,824,"convictos",1,2
3,15072022,824,"llevarnos",0.33333334,1
3,15072022,825,"inunda",1,3
3,15072022,825,"cabida",0.5,2
3,15072022,825,"negado",0.33333334,1
3,15072022,826,"institucionalismo",1,2
3,15072022,826,"desjerarquizacion",0.29411766,1
3,15072022,827,"trombones",1,4
3,15072022,827,"trombosis",0.7777778,3
3,15072022,827,"segmentos",0.33333334,2
3,15072022,827,"contreras",0.44444445,1
3,15072022,828,"primas",1,4
3,15072022,828,"puskas",0.5,3
3,15072022,828,"carpas",0.5,2
3,15072022,828,"listos",0.33333334,1
3,15072022,829,"izquitl",1,3
3,15072022,829,"potrero",0.14285715,2
3,15072022,829,"cuantas",0.2857143,1
3,15072022,830,"teleautomatica",1,2
3,15072022,830,"aniquilamiento",0.21428572,1
3,15072022,831,"burocratica",1,3
3,15072022,831,"arrolladora",0.36363637,2
3,15072022,831,"pecaminosos",0.18181819,1
3,15072022,832,"conjetura",1,4
3,15072022,832,"conmemora",0.6666667,3
3,15072022,832,"reflexivo",0.11111111,2
3,15072022,832,"otorgadas",0.44444445,1
3,15072022,833,"prolifica",1,4
3,15072022,833,"prohibida",0.6666667,3
3,15072022,833,"primitiva",0.5555556,2
3,15072022,833,"insercion",0.22222222,1
3,15072022,834,"airbus",1,3
3,15072022,834,"nieves",0.33333334,2
3,15072022,834,"biomas",0.33333334,1
3,15072022,835,"pentagrama",1,2
3,15072022,835,"conjugando",0.2,1
3,15072022,836,"sanaba",0.8333333,3
3,15072022,836,"sumaba",0.6666667,2
3,15072022,836,"sierra",0.33333334,1
3,15072022,837,"monarquica",1,2
3,15072022,837,"polisemico",0.3,1
3,15072022,838,"amarilla",1,4
3,15072022,838,"afirmaba",0.5,3
3,15072022,838,"apertura",0.25,2
3,15072022,838,"acosadas",0.375,1
3,15072022,839,"vocacion",1,4
3,15072022,839,"locacion",0.875,3
3,15072022,839,"dotacion",0.75,2
3,15072022,839,"naufrago",0.125,1
3,15072022,840,"ingredientes",1,4
3,15072022,840,"indiferentes",0.75,3
3,15072022,840,"inexistentes",0.75,2
3,15072022,840,"inalambricas",0.41666666,1
3,17072022,841,"biological",1,3
3,17072022,841,"ambiciosos",0.4,2
3,17072022,841,"candelaria",0.3,1
3,17072022,842,"desplegaron",1,3
3,17072022,842,"desplegadas",0.72727275,2
3,17072022,842,"refrescante",0.27272728,1
3,17072022,843,"blount",1,3
3,17072022,843,"edmond",0.33333334,2
3,17072022,843,"gastos",0.16666667,1
3,17072022,844,"remolacha",1,3
3,17072022,844,"recordaba",0.5555556,2
3,17072022,844,"antecesor",0.11111111,1
3,17072022,845,"comparables",1,3
3,17072022,845,"negligentes",0.27272728,2
3,17072022,845,"malesherbes",0.45454547,1
3,17072022,846,"polimerica",1,2
3,17072022,846,"delimitado",0.5,1
3,17072022,847,"centre",1,4
3,17072022,847,"center",0.8333333,3
3,17072022,847,"cotton",0.33333334,2
3,17072022,847,"cultas",0.33333334,1
3,17072022,848,"traicionaron",1,2
3,17072022,848,"remilitarizo",0.33333334,1
3,17072022,849,"efesios",1,4
3,17072022,849,"obedece",0.2857143,3
3,17072022,849,"furioso",0.5714286,2
3,17072022,849,"panonia",0.14285715,1
3,17072022,850,"bizantina",1,3
3,17072022,850,"llamativa",0.44444445,2
3,17072022,850,"escritora",0.22222222,1
3,17072022,851,"organiza",1,3
3,17072022,851,"rivaliza",0.625,2
3,17072022,851,"fonetica",0.25,1
3,17072022,852,"emulados",1,5
3,17072022,852,"azulados",0.75,4
3,17072022,852,"acabados",0.5,3
3,17072022,852,"relegado",0.625,2
3,17072022,852,"pimienta",0.25,1
3,17072022,853,"parentesis",1,4
3,17072022,853,"parafrasis",0.6,3
3,17072022,853,"paradigmas",0.4,2
3,17072022,853,"corrupcion",0.2,1
3,17072022,854,"tozzi",1,3
3,17072022,854,"golgi",0.4,2
3,17072022,854,"impar",0.2,1
3,17072022,855,"estarian",1,4
3,17072022,855,"pasarian",0.75,3
3,17072022,855,"guderian",0.625,2
3,17072022,855,"alcoriza",0.5,1
3,17072022,856,"especifico",1,3
3,17072022,856,"decisorios",0.5,2
3,17072022,856,"mutuamente",0.2,1
3,17072022,857,"infinitud",1,2
3,17072022,857,"ventajosa",0.22222222,1
3,17072022,858,"genero",1,4
3,17072022,858,"dinero",0.6666667,3
3,17072022,858,"sonero",0.6666667,2
3,17072022,858,"alguer",0.5,1
3,17072022,859,"sordos",1,4
3,17072022,859,"kurdos",0.6666667,3
3,17072022,859,"bardos",0.6666667,2
3,17072022,859,"fermis",0.16666667,1
3,17072022,860,"pictoricos",1,3
3,17072022,860,"proporcion",0.5,2
3,17072022,860,"prepararse",0.3,1
3,17072022,861,"sintaxis",1,3
3,17072022,861,"victimas",0.125,2
3,17072022,861,"registro",0.25,1
3,17072022,862,"ejercicios",1,3
3,17072022,862,"semiologos",0.4,2
3,17072022,862,"diferencia",0.4,1
3,17072022,863,"ranas",0.8,5
3,17072022,863,"ramas",0.8,4
3,17072022,863,"razas",0.8,3
3,17072022,863,"ropas",0.6,2
3,17072022,863,"trias",0.6,1
3,17072022,864,"cubiertos",1,1
3,17072022,865,"comenzaria",1,3
3,17072022,865,"efectuaron",0.3,2
3,17072022,865,"decisional",0.4,1
3,17072022,866,"lidice",1,3
3,17072022,866,"helice",0.6666667,2
3,17072022,866,"adopte",0.33333334,1
3,17072022,867,"retorica",1,5
3,17072022,867,"retomaba",0.625,4
3,17072022,867,"patriota",0.5,3
3,17072022,867,"sutileza",0.25,2
3,17072022,867,"extendia",0.5,1
3,17072022,868,"rontgen",1,3
3,17072022,868,"johnson",0.2857143,2
3,17072022,868,"pallmin",0.14285715,1
3,17072022,869,"friedrich",1,3
3,17072022,869,"sackville",0.22222222,2
3,17072022,869,"medtronic",0.5555556,1
3,17072022,870,"herculano",1,3
3,17072022,870,"vasallaje",0.22222222,2
3,17072022,870,"congelada",0.33333334,1
3,17072022,871,"humboldt",1,3
3,17072022,871,"wagstaff",0.125,2
3,17072022,871,"northern",0.125,1
3,17072022,872,"straussiano",1,3
3,17072022,872,"presupuesto",0.27272728,2
3,17072022,872,"infructuoso",0.18181819,1
3,17072022,873,"anticatolicos",1,3
3,17072022,873,"funcionalista",0.30769232,2
3,17072022,873,"imposibilidad",0.30769232,1
3,17072022,874,"antecedia",1,2
3,17072022,874,"erupciono",0.11111111,1
3,17072022,875,"franchthi",1,2
3,17072022,875,"ferncliff",0.5555556,1
3,17072022,876,"caballeros",1,3
3,17072022,876,"cerebrales",0.6,2
3,17072022,876,"contrarias",0.4,1
3,17072022,877,"pronuncio",1,3
3,17072022,877,"horrorizo",0.44444445,2
3,17072022,877,"mencionar",0.44444445,1
3,17072022,878,"descarga",1,4
3,17072022,878,"rasparse",0.375,3
3,17072022,878,"charales",0.25,2
3,17072022,878,"montaban",0.25,1
3,17072022,879,"gritado",1,4
3,17072022,879,"grabado",0.71428573,3
3,17072022,879,"cornico",0.42857143,2
3,17072022,879,"papales",0.14285715,1
3,17072022,880,"humanitarias",1,2
3,17072022,880,"suboficiales",0.41666666,1
3,17072022,881,"adimanto",1,5
3,17072022,881,"amistoso",0.5,4
3,17072022,881,"modifico",0.375,3
3,17072022,881,"inundado",0.375,2
3,17072022,881,"habanero",0.5,1
3,17072022,882,"interes",1,4
3,17072022,882,"tehilim",0.2857143,3
3,17072022,882,"buscase",0.14285715,2
3,17072022,882,"prefijo",0.2857143,1
3,17072022,883,"fortalecio",1,4
3,17072022,883,"israelitas",0.3,3
3,17072022,883,"afirmativa",0.4,2
3,17072022,883,"reanudaron",0.1,1
3,17072022,884,"reconocedor",1,2
3,17072022,884,"devolvieron",0.27272728,1
3,17072022,885,"angostos",1,4
3,17072022,885,"juzgamos",0.375,3
3,17072022,885,"obtengan",0.25,2
3,17072022,885,"cartilla",0.25,1
3,17072022,886,"presidente",1,3
3,17072022,886,"sustitutos",0.3,2
3,17072022,886,"mendizabal",0.2,1
3,17072022,887,"interiores",1,2
3,17072022,887,"cocteleria",0.4,1
3,17072022,888,"celebes",0.42857143,5
3,17072022,888,"generis",0.2857143,4
3,17072022,888,"papeles",0.42857143,3
3,17072022,888,"mesetas",0.42857143,2
3,17072022,888,"adornos",0.5714286,1
3,17072022,889,"abrazo",1,5
3,17072022,889,"achaco",0.5,4
3,17072022,889,"asalto",0.5,3
3,17072022,889,"gourma",0.16666667,2
3,17072022,889,"froide",0.33333334,1
3,17072022,890,"azufre",1,5
3,17072022,890,"azuzar",0.6666667,4
3,17072022,890,"prueba",0.16666667,3
3,17072022,890,"juanes",0.33333334,2
3,17072022,890,"macizo",0.33333334,1
3,17072022,891,"injerencia",1,2
3,17072022,891,"operativas",0.4,1
3,17072022,892,"conversiones",1,3
3,17072022,892,"confeccionar",0.5833333,2
3,17072022,892,"complejisimo",0.5,1
3,17072022,893,"caldera",1,5
3,17072022,893,"fallara",0.5714286,4
3,17072022,893,"premura",0.42857143,3
3,17072022,893,"reborde",0.2857143,2
3,17072022,893,"alister",0.5714286,1
3,17072022,894,"reemplazando",1,3
3,17072022,894,"respondiendo",0.5,2
3,17072022,894,"conglomerado",0.33333334,1
3,17072022,895,"centenas",1,3
